epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u_1,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u_1,val_precision,val_sensitivity,val_specificity
25,0.9928902387619019,0.5797249674797058,0.7091548442840576,0.6399349570274353,0.5156212449073792,0.01957789994776249,1.6000001e-06,0.8112809658050537,0.9939636588096619,0.9909178018569946,0.9979350566864014,0.9923038482666016,0.5742285251617432,0.7240678668022156,0.6597539186477661,0.45573142170906067,0.02302609384059906,0.8092888593673706,0.9932958483695984,0.9904269576072693,0.9977227449417114
26,0.992901086807251,0.5801201462745667,0.7126269340515137,0.6388216018676758,0.5151320695877075,0.019560523331165314,1.6000001e-06,0.8099470138549805,0.993934690952301,0.9909522533416748,0.9979265928268433,0.9923220872879028,0.5746801495552063,0.7246362566947937,0.6592973470687866,0.45508694648742676,0.023005345836281776,0.8100075721740723,0.9932862520217896,0.9904735684394836,0.9977202415466309
27,0.9929100871086121,0.5800706744194031,0.712607204914093,0.639913022518158,0.5147908926010132,0.019535476341843605,1e-06,0.810003936290741,0.9939547181129456,0.9909502267837524,0.9979327321052551,0.992327094078064,0.5747159719467163,0.7249605059623718,0.6597506999969482,0.4550206959247589,0.022992882877588272,0.809909999370575,0.993293046951294,0.9904741644859314,0.9977222084999084
28,0.992910623550415,0.5803369283676147,0.7130071520805359,0.63858962059021,0.5145308375358582,0.019527889788150787,1e-06,0.8102675676345825,0.9939351081848145,0.9909753203392029,0.9979272484779358,0.9923304319381714,0.5748811960220337,0.7248281836509705,0.6597345471382141,0.45498839020729065,0.022993696853518486,0.8102784752845764,0.9932904839515686,0.9904837608337402,0.9977213740348816
29,0.9929157495498657,0.5802779793739319,0.712618887424469,0.640838086605072,0.51460862159729,0.019526951014995575,1e-06,0.8105049729347229,0.9939603209495544,0.9909542202949524,0.9979349374771118,0.992335319519043,0.5750624537467957,0.7252957820892334,0.6597683429718018,0.4550305902957916,0.022982157766819,0.810348629951477,0.9932891130447388,0.9904941916465759,0.9977213144302368
30,0.9929175972938538,0.5805124044418335,0.7134652733802795,0.6396417021751404,0.5134385228157043,0.019513603299856186,1e-06,0.8106634616851807,0.993935227394104,0.9909834265708923,0.9979273080825806,0.9923350214958191,0.5751723051071167,0.725489616394043,0.6599887609481812,0.45561856031417847,0.022974975407123566,0.8103877305984497,0.9932889938354492,0.9904907941818237,0.9977213740348816
31,0.992919385433197,0.5806329846382141,0.712948739528656,0.6408689022064209,0.5155989527702332,0.01950990967452526,1e-06,0.81069016456604,0.9939621686935425,0.9909612536430359,0.9979352355003357,0.9923410415649414,0.5755508542060852,0.7256788015365601,0.6594372391700745,0.455315500497818,0.022973312065005302,0.8108892440795898,0.9932776689529419,0.9905188083648682,0.9977179765701294
32,0.9929237961769104,0.5809043645858765,0.7134521007537842,0.6408472657203674,0.5155398845672607,0.019499143585562706,1e-06,0.8109834790229797,0.9939536452293396,0.9909772276878357,0.9979333281517029,0.9923439621925354,0.57555091381073,0.7256816625595093,0.6597029566764832,0.45530617237091064,0.022968608886003494,0.8109802007675171,0.9932829141616821,0.9905191659927368,0.9977195262908936
33,0.9929249286651611,0.5809510946273804,0.7140116691589355,0.6402389407157898,0.5152514576911926,0.019494101405143738,1e-06,0.8106495141983032,0.9939435720443726,0.9909887313842773,0.9979299306869507,0.9923568367958069,0.5757562518119812,0.7256423234939575,0.6593672633171082,0.4545837640762329,0.0229659341275692,0.811659038066864,0.9932824373245239,0.9905465841293335,0.9977198243141174
34,0.9929283261299133,0.5811790227890015,0.7138564586639404,0.6396382451057434,0.5149400234222412,0.019484743475914,1e-06,0.8114433288574219,0.9939327836036682,0.9910101294517517,0.9979270696640015,0.9923454523086548,0.5756257772445679,0.725433886051178,0.6602177023887634,0.45578914880752563,0.022962186485528946,0.8112829327583313,0.9932898283004761,0.990513026714325,0.9977220296859741
35,0.9929349422454834,0.5810962915420532,0.7134550213813782,0.6412145495414734,0.5157127380371094,0.019470401108264923,1e-06,0.8114720582962036,0.9939655661582947,0.9909886717796326,0.9979371428489685,0.9923452138900757,0.575802743434906,0.7257982492446899,0.660032331943512,0.4560631513595581,0.022959528490900993,0.811255693435669,0.9932817816734314,0.9905195236206055,0.9977192282676697
36,0.9929350018501282,0.581372857093811,0.7147376537322998,0.639992356300354,0.5158066749572754,0.019463209435343742,1e-06,0.8110382556915283,0.99394291639328,0.9910070300102234,0.9979305863380432,0.9923492074012756,0.5759064555168152,0.7251713275909424,0.6602354645729065,0.4558890461921692,0.022963497787714005,0.8120625019073486,0.9932874441146851,0.990524172782898,0.9977213740348816
37,0.9929401278495789,0.581357479095459,0.7143688797950745,0.6402845978736877,0.5156586170196533,0.01945384219288826,1e-06,0.8115612268447876,0.9939509034156799,0.9910098314285278,0.9979326725006104,0.9923542141914368,0.5759133100509644,0.725214958190918,0.6605414748191833,0.45565786957740784,0.02295728027820587,0.8121957778930664,0.9932947754859924,0.9905276894569397,0.9977235794067383
38,0.9929421544075012,0.5817331075668335,0.714651882648468,0.6406022906303406,0.516787588596344,0.01944582350552082,1e-06,0.8116340637207031,0.9939506649971008,0.9910159707069397,0.9979326725006104,0.9923533201217651,0.5759536623954773,0.7250030040740967,0.6606758832931519,0.45585259795188904,0.02296128310263157,0.8123478889465332,0.9932947158813477,0.9905252456665039,0.9977235794067383
39,0.992945671081543,0.5818936228752136,0.714185893535614,0.6413490176200867,0.5164967775344849,0.019434591755270958,1e-06,0.8123365640640259,0.9939559698104858,0.9910194277763367,0.9979344010353088,0.9923543334007263,0.5760976672172546,0.725471556186676,0.6606385707855225,0.4563046991825104,0.02295115776360035,0.8122094869613647,0.9932892322540283,0.9905285239219666,0.9977224469184875
40,0.9929496645927429,0.581828236579895,0.7146141529083252,0.6408724784851074,0.5169961452484131,0.01943333074450493,1e-06,0.8121107816696167,0.9939606189727783,0.9910206198692322,0.9979357123374939,0.9923614859580994,0.5762014389038086,0.7259191274642944,0.660588264465332,0.45594242215156555,0.022944031283259392,0.8121761083602905,0.9932902455329895,0.9905416369438171,0.9977225065231323
41,0.9929478764533997,0.5818741917610168,0.7141291499137878,0.6409311294555664,0.5162814855575562,0.019425611943006516,1e-06,0.8122791051864624,0.993954598903656,0.9910265207290649,0.9979338645935059,0.9923601746559143,0.5762737989425659,0.726050853729248,0.6608895659446716,0.4563624858856201,0.02293817326426506,0.8122546672821045,0.9932904839515686,0.990537703037262,0.9977225065231323
42,0.992953360080719,0.5821200013160706,0.7145794630050659,0.6416125297546387,0.5172924995422363,0.019419271498918533,1e-06,0.8123704791069031,0.9939655661582947,0.9910213947296143,0.997937798500061,0.9923631548881531,0.5764681696891785,0.7264097332954407,0.6605486869812012,0.4565717875957489,0.022932156920433044,0.812228798866272,0.9932821393013,0.9905498623847961,0.9977197647094727
43,0.9929589629173279,0.5821451544761658,0.7146942615509033,0.6418156623840332,0.5171633362770081,0.01940428465604782,1e-06,0.8126208186149597,0.9939704537391663,0.9910315871238708,0.9979392290115356,0.9923628568649292,0.5763975977897644,0.7261505722999573,0.6610466241836548,0.45666375756263733,0.022930553182959557,0.812268853187561,0.9932909607887268,0.9905409812927246,0.9977229237556458
44,0.9929609894752502,0.5823248624801636,0.7154589295387268,0.6409977078437805,0.517928957939148,0.019393686205148697,1e-06,0.8122067451477051,0.9939619302749634,0.9910380840301514,0.9979372620582581,0.9923709630966187,0.5766319036483765,0.7262289524078369,0.6605525612831116,0.4563070237636566,0.022928765043616295,0.8127769827842712,0.9932872653007507,0.9905641674995422,0.9977214932441711
